Results of hybrid_librec.jar for starter_configs/semantic/rating/user_item_mfat/hybrid_user_item_mfat_sw.properties
2020-08-24ranking: false
weights = null
20/08/24 14:59:23 INFO TextDataConvertor: Dataset: [../data/movielens-2k/ratings-timestamps.txt]
20/08/24 14:59:25 INFO TextDataConvertor: DataSet: ...movielens-2k/ratings-timestamps.txt is finished
20/08/24 14:59:25 INFO TextDataConvertor: rating Scale: [0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0]
20/08/24 14:59:25 INFO TextDataConvertor: user number: 2113,	 item number is: 10109
20/08/24 14:59:25 INFO TextDataModel: Transform data to Convertor successfully!
20/08/24 14:59:28 INFO TextDataModel: Split data to train Set and test Set successfully!
20/08/24 14:59:28 INFO TextDataConvertor: Dataset: [../data/movielens-2k/ratings-timestamps.txt]
20/08/24 14:59:29 INFO TextDataConvertor: DataSet: ...movielens-2k/ratings-timestamps.txt is finished
20/08/24 14:59:29 INFO TextDataConvertor: rating Scale: [0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0]
20/08/24 14:59:29 INFO TextDataConvertor: user number: 2113,	 item number is: 10109
20/08/24 14:59:29 INFO TextDataModel: Transform data to Convertor successfully!
20/08/24 14:59:31 INFO TextDataModel: Split data to train Set and test Set successfully!
20/08/24 14:59:31 INFO ArffDataModel: Transform data to Convertor successfully!
20/08/24 14:59:31 INFO ArffDataConvertor: Dataset: [../data/movielens-2k-arff-extended/records_semantic.arff]
20/08/24 14:59:36 INFO ArffDataModel: Split data to train Set and test Set successfully!
20/08/24 16:37:09 INFO UserKNNRecommender: Job Setup completed.
20/08/24 16:37:12 INFO UserKNNRecommender: Job Train completed.
20/08/24 16:37:12 INFO ItemKNNRecommender: Job Setup completed.
20/08/24 16:37:34 INFO ItemKNNRecommender: Job Train completed.
20/08/24 16:37:48 INFO TopicMFATRecommender: number of users : 2113
20/08/24 16:37:48 INFO TopicMFATRecommender: number of Items : 10109
20/08/24 16:37:48 INFO TopicMFATRecommender: number of words : 4189
20/08/24 16:37:48 INFO TopicMFATRecommender: Job Setup completed.
20/08/24 16:38:13 INFO TopicMFATRecommender:  iter:1, finish factors update
20/08/24 16:38:14 INFO TopicMFATRecommender:  iter:1, finish theta update
20/08/24 16:38:18 INFO TopicMFATRecommender:  iter:1, finish phi update
20/08/24 16:38:18 INFO TopicMFATRecommender:  iter:1, loss:555881.1596279164, wordLoss:305580.72597124666
20/08/24 16:39:00 INFO TopicMFATRecommender:  iter:2, finish factors update
20/08/24 16:39:01 INFO TopicMFATRecommender:  iter:2, finish theta update
20/08/24 16:39:06 INFO TopicMFATRecommender:  iter:2, finish phi update
20/08/24 16:39:06 INFO TopicMFATRecommender:  iter:2, loss:473686.65682271804, wordLoss:243161.1014418498
20/08/24 16:39:48 INFO TopicMFATRecommender:  iter:3, finish factors update
20/08/24 16:39:48 INFO TopicMFATRecommender:  iter:3, finish theta update
20/08/24 16:39:53 INFO TopicMFATRecommender:  iter:3, finish phi update
20/08/24 16:39:53 INFO TopicMFATRecommender:  iter:3, loss:468646.89955567004, wordLoss:243161.1119110672
20/08/24 16:40:34 INFO TopicMFATRecommender:  iter:4, finish factors update
20/08/24 16:40:35 INFO TopicMFATRecommender:  iter:4, finish theta update
20/08/24 16:40:39 INFO TopicMFATRecommender:  iter:4, finish phi update
20/08/24 16:40:39 INFO TopicMFATRecommender:  iter:4, loss:466192.37354757596, wordLoss:243161.12624872327
20/08/24 16:41:21 INFO TopicMFATRecommender:  iter:5, finish factors update
20/08/24 16:41:21 INFO TopicMFATRecommender:  iter:5, finish theta update
20/08/24 16:41:26 INFO TopicMFATRecommender:  iter:5, finish phi update
20/08/24 16:41:26 INFO TopicMFATRecommender:  iter:5, loss:464613.52829348936, wordLoss:243161.13616597076
20/08/24 16:42:06 INFO TopicMFATRecommender:  iter:6, finish factors update
20/08/24 16:42:06 INFO TopicMFATRecommender:  iter:6, finish theta update
20/08/24 16:42:11 INFO TopicMFATRecommender:  iter:6, finish phi update
20/08/24 16:42:11 INFO TopicMFATRecommender:  iter:6, loss:462964.70717756986, wordLoss:243161.12805108348
20/08/24 16:42:50 INFO TopicMFATRecommender:  iter:7, finish factors update
20/08/24 16:42:51 INFO TopicMFATRecommender:  iter:7, finish theta update
20/08/24 16:42:55 INFO TopicMFATRecommender:  iter:7, finish phi update
20/08/24 16:42:55 INFO TopicMFATRecommender:  iter:7, loss:459744.62095171504, wordLoss:243161.11035355605
20/08/24 16:43:35 INFO TopicMFATRecommender:  iter:8, finish factors update
20/08/24 16:43:36 INFO TopicMFATRecommender:  iter:8, finish theta update
20/08/24 16:43:40 INFO TopicMFATRecommender:  iter:8, finish phi update
20/08/24 16:43:40 INFO TopicMFATRecommender:  iter:8, loss:454109.6005243517, wordLoss:243161.09562395033
20/08/24 16:44:21 INFO TopicMFATRecommender:  iter:9, finish factors update
20/08/24 16:44:21 INFO TopicMFATRecommender:  iter:9, finish theta update
20/08/24 16:44:26 INFO TopicMFATRecommender:  iter:9, finish phi update
20/08/24 16:44:26 INFO TopicMFATRecommender:  iter:9, loss:448112.942639677, wordLoss:243161.60377837275
20/08/24 16:45:06 INFO TopicMFATRecommender:  iter:10, finish factors update
20/08/24 16:45:07 INFO TopicMFATRecommender:  iter:10, finish theta update
20/08/24 16:45:12 INFO TopicMFATRecommender:  iter:10, finish phi update
20/08/24 16:45:12 INFO TopicMFATRecommender:  iter:10, loss:442571.527954867, wordLoss:243163.74348153974
20/08/24 16:45:12 INFO TopicMFATRecommender: Job Train completed.
20/08/24 16:45:14 INFO RecommenderJob: Evaluator value:MSE is 0.7273065928049556
20/08/24 16:45:14 INFO RecommenderJob: Evaluator value:MPE is 0.989825853202431
20/08/24 16:45:14 INFO RecommenderJob: Evaluator value:MAE is 0.6420482331566623
20/08/24 16:45:14 INFO RecommenderJob: Evaluator value:RMSE is 0.8528227206195644
20/08/24 18:23:56 INFO UserKNNRecommender: Job Setup completed.
20/08/24 18:23:59 INFO UserKNNRecommender: Job Train completed.
20/08/24 18:23:59 INFO ItemKNNRecommender: Job Setup completed.
20/08/24 18:24:23 INFO ItemKNNRecommender: Job Train completed.
20/08/24 18:24:37 INFO TopicMFATRecommender: number of users : 2113
20/08/24 18:24:37 INFO TopicMFATRecommender: number of Items : 10109
20/08/24 18:24:37 INFO TopicMFATRecommender: number of words : 4192
20/08/24 18:24:37 INFO TopicMFATRecommender: Job Setup completed.
20/08/24 18:25:19 INFO TopicMFATRecommender:  iter:1, finish factors update
20/08/24 18:25:19 INFO TopicMFATRecommender:  iter:1, finish theta update
20/08/24 18:25:24 INFO TopicMFATRecommender:  iter:1, finish phi update
20/08/24 18:25:24 INFO TopicMFATRecommender:  iter:1, loss:554779.0447003847, wordLoss:304750.525365147
20/08/24 18:26:06 INFO TopicMFATRecommender:  iter:2, finish factors update
