( ?user = <http://example.org/u_40421> ) ( ?movie = <http://example.org/m_38886> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_64264> ) ( ?movie = <http://example.org/m_318> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_26674> ) ( ?movie = <http://example.org/m_27912> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_16862> ) ( ?movie = <http://example.org/m_4308> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_69153> ) ( ?movie = <http://example.org/m_4973> ) ( ?genre = <http://example.org/g_Comedy> )
( ?user = <http://example.org/u_16591> ) ( ?movie = <http://example.org/m_260> ) ( ?genre = <http://example.org/g_Comedy> )
( ?user = <http://example.org/u_58561> ) ( ?movie = <http://example.org/m_7919> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_46586> ) ( ?movie = <http://example.org/m_527> ) ( ?genre = <http://example.org/g_Action> )
( ?user = <http://example.org/u_51021> ) ( ?movie = <http://example.org/m_593> ) ( ?genre = <http://example.org/g_Action> )
( ?user = <http://example.org/u_26765> ) ( ?movie = <http://example.org/m_48780> ) ( ?genre = <http://example.org/g_Action> )
( ?user = <http://example.org/u_21708> ) ( ?movie = <http://example.org/m_49530> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_62348> ) ( ?movie = <http://example.org/m_1377> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_27112> ) ( ?movie = <http://example.org/m_1955> ) ( ?genre = <http://example.org/g_Comedy> )
( ?user = <http://example.org/u_69135> ) ( ?movie = <http://example.org/m_910> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_127> ) ( ?movie = <http://example.org/m_45726> ) ( ?genre = <http://example.org/g_Comedy> )
( ?user = <http://example.org/u_21699> ) ( ?movie = <http://example.org/m_1197> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_8651> ) ( ?movie = <http://example.org/m_5632> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_13916> ) ( ?movie = <http://example.org/m_4886> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_44294> ) ( ?movie = <http://example.org/m_299> ) ( ?genre = <http://example.org/g_Comedy> )
( ?user = <http://example.org/u_9277> ) ( ?movie = <http://example.org/m_1193> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_50604> ) ( ?movie = <http://example.org/m_2700> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_16321> ) ( ?movie = <http://example.org/m_60950> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_13397> ) ( ?movie = <http://example.org/m_4866> ) ( ?genre = <http://example.org/g_Drama> )
( ?user = <http://example.org/u_1652> ) ( ?movie = <http://example.org/m_4914> ) ( ?genre = <http://example.org/g_Drama> )
